RADDOSE Image Number, DWD Angle, DWD, Vol, 1A RDE, 2A RDE, 3A RDE, 4A RDE, max res RDE
1.0,130.0,0.2209071766848359,135999.99995919998,0.9400659885063142,0.9811570078849084,0.9904972956080911,0.9941621584268525,0.9811570078849084
2.0,130.8949999999,0.6415505982982866,131999.99996039996,0.8356942744356618,0.9462530257641033,0.972651559304546,0.9831400190770486,0.9462530257641033
3.0,131.7899999998,1.0043662306297012,141999.99995739997,0.7550278406541079,0.9171464657409961,0.9575176344677339,0.9737313504441072,0.9171464657409961
4.0,132.6849999997,1.3751645847655394,141999.99995739997,0.6806260272261296,0.8883243657549929,0.942294006984054,0.9642086989620905,0.8883243657549929
5.0,133.5799999996,1.6593259743529247,133999.99995979996,0.6286097230823003,0.866851096023576,0.9307913997519647,0.9569740918256164,0.866851096023576
6.0,134.4749999995,1.9204112842930965,147999.99995559995,0.5843291198438882,0.8475794731683044,0.9203467050376727,0.9503748490445539,0.8475794731683044
7.0,135.3699999994,2.3400853561274286,147999.99995559995,0.5195943243766065,0.8174956552485471,0.9038027345503097,0.9398623199834498,0.8174956552485471
8.0,136.2649999993,2.717646109327118,135999.99995919998,0.4675072063368977,0.7913442126033533,0.8891731913383889,0.9305041017978076,0.7913442126033533
9.0,137.15999999919998,2.795246386466119,133999.99995979996,0.4574665784345971,0.7860738232437301,0.8861958364338862,0.9285922761935196,0.7860738232437301
10.0,138.0549999991,2.9229578735280564,137999.99995859998,0.4414094168634282,0.777476333932381,0.8813175121845492,0.9254544169071867,0.777476333932381
11.0,138.94999999900003,3.2195289077165827,131999.99996039996,0.40626207567426065,0.75787225845868,0.870092425679498,0.9182085346294491,0.75787225845868
12.0,139.84499999890002,3.3029984536038306,129999.99996099996,0.3968845473076802,0.7524444009740332,0.8669590002930551,0.916179439922406,0.7524444009740332
13.0,140.73999999880002,3.473241753741213,133999.99995979996,0.3784238684393565,0.7414940209667491,0.8606030451167412,0.9120548157337395,0.7414940209667491
14.0,141.6349999987,3.5708800136324372,127999.99996159997,0.3682263278244151,0.7352857957584078,0.8569788136012016,0.9096976376136789,0.7352857957584078
15.0,142.5299999986,3.7403164631918004,125999.99996219997,0.3511779226549039,0.7246354718631233,0.8507256941035595,0.9056215607692012,0.7246354718631233
16.0,143.4249999985,4.018877618816456,125999.99996219997,0.3248480110450141,0.7074601067515036,0.8405442975220025,0.898959964027999,0.7074601067515036
