RADDOSE Image Number, DWD Angle, DWD, Vol, 1A RDE, 2A RDE, 3A RDE, 4A RDE, max res RDE
1.0,80.0,0.2228039435919266,107999.99996759997,0.9395672506835072,0.9809967640813544,0.9904160951361548,0.9941121810427078,0.9809967640813544
2.0,80.8949999999,0.6706625539728344,103999.99996879998,0.8289152594640177,0.9438838425356928,0.9714284519970061,0.9823817340786697,0.9438838425356928
3.0,81.78999999979999,1.0580010674150626,107999.99996759997,0.7437825484784322,0.9129202918175694,0.9553004616653366,0.9723481321828292,0.9129202918175694
4.0,82.6849999997,1.4119165382512997,103999.99996879998,0.6736633971172806,0.8855174511719175,0.940798353247749,0.9632699418987559,0.8855174511719175
5.0,83.57999999959999,1.7887834504774116,103999.99996879998,0.6062491857186516,0.857241228539227,0.925597732498096,0.9536961917627099,0.857241228539227
6.0,84.4749999995,2.1527229037203095,103999.99996879998,0.5475580346173888,0.8307922507085705,0.9111516798060247,0.9445411667121332,0.8307922507085705
7.0,85.36999999940001,2.498996365402589,103999.99996879998,0.4969991850849849,0.8063851044972967,0.8976162190077521,0.9359121370230308,0.8063851044972967
8.0,86.2649999993,2.717693735859865,103999.99996879998,0.4675009768882162,0.7913409671322728,0.8891713609469475,0.9305029272242251,0.7913409671322728
9.0,87.1599999992,2.8913563177932056,103999.99996879998,0.4453294216728345,0.7795949435096241,0.882522122547622,0.9262298755311209,0.7795949435096241
10.0,88.0549999991,2.8846634907795434,103999.99996879998,0.446164088001469,0.7800443796651929,0.882777455646707,0.9263941916431524,0.7800443796651929
11.0,88.949999999,3.3017994283955763,103999.99996879998,0.3970177093910107,0.7525220953150472,0.8670039314110056,0.9162085557407692,0.7525220953150472
12.0,89.8449999989,3.7241513618903324,103999.99996879998,0.35276977697098366,0.725644874801064,0.8513202994452798,0.9060096498892973,0.725644874801064
13.0,90.73999999879999,4.150612666375536,103999.99996879998,0.31309313582221554,0.6994800397113385,0.8357719154386752,0.8958267001280266,0.6994800397113385
14.0,91.6349999987,4.580028777731891,103999.99996879998,0.27764937099256526,0.674087099692806,0.8204027212147988,0.8856888349721364,0.674087099692806
15.0,92.5299999986,4.673815180795761,103999.99996879998,0.2704587494056167,0.6686649987134557,0.817083806270432,0.8834899898589819,0.6686649987134557
16.0,93.4249999985,4.446602372639519,103999.99996879998,0.28820988396030256,0.6818767752417302,0.8251476627698505,0.8888264838004223,0.6818767752417302
17.0,94.31999999840001,4.595732290119424,103999.99996879998,0.2764321903531683,0.6731761729580401,0.8198460668583708,0.8853202812160982,0.6731761729580401
18.0,95.2149999983,4.5745488983568645,107999.99996759997,0.278075377159762,0.6744052656612941,0.8205970596142895,0.885817481169295,0.6744052656612941
19.0,96.1099999982,4.881060617127719,103999.99996879998,0.2552227396014273,0.6568376259724032,0.8097973393115644,0.8786504102088389,0.6568376259724032
20.0,97.00499999809999,4.828786397203916,103999.99996879998,0.2589828609159195,0.6598010081463848,0.8116290788616471,0.8798686080076092,0.6598010081463848
21.0,97.899999998,5.064735193094857,103999.99996879998,0.2424385677655787,0.6465304117773263,0.8033939231476857,0.874383419129403,0.6465304117773263
22.0,98.7949999979,4.946862931985264,103999.99996879998,0.2505670480786759,0.6531262617598124,0.8074974381889021,0.8771193513851552,0.6531262617598124
23.0,99.6899999978,5.123359771195289,103999.99996879998,0.23849454053448033,0.6432747658514573,0.8013607832734516,0.8730258638246382,0.6432747658514573
24.0,100.58499999770001,5.286372775926131,103999.99996879998,0.22786168302869855,0.6343079471214541,0.7957343865162437,0.8692620792504933,0.6343079471214541
25.0,101.4799999976,5.0802861469455305,107999.99996759997,0.24138604973516747,0.6456652058743326,0.802854103452991,0.8740231038374443,0.6456652058743326
26.0,102.3749999975,5.11205481139263,107999.99996759997,0.2392500670124194,0.6439012948610088,0.8017524460639136,0.8732874859339999,0.6439012948610088
27.0,103.2699999974,5.034394891521771,107999.99996759997,0.2445052866580039,0.648221789267618,0.8044481700344115,0.8750868309807203,0.648221789267618
28.0,104.1649999973,5.422048384451501,103999.99996879998,0.2193743420853663,0.6269402521133884,0.7910816739583603,0.8661418598075906,0.6269402521133884
29.0,105.0599999972,5.421111284375881,107999.99996759997,0.21943186540858295,0.6269908455159556,0.7911137163695788,0.866163372444127,0.6269908455159556
30.0,105.95499999709999,5.499695324356185,103999.99996879998,0.21466004831279412,0.6227622983907437,0.7884311837477669,0.8643612046833836,0.6227622983907437
31.0,106.849999997,5.455060915134631,107999.99996759997,0.21735748184359094,0.6251605305816138,0.789953699066037,0.8653843450319001,0.6251605305816138
32.0,107.7449999969,5.673806219157501,107999.99996759997,0.204454001972846,0.6134948352993717,0.7825201189180666,0.8603816655038405,0.6134948352993717
33.0,108.6399999968,5.497937912471672,119999.99996399997,0.21476561983540748,0.6228565509110524,0.7884910749380136,0.8644014663904707,0.6228565509110524
34.0,109.53499999670001,5.6279631030238715,107999.99996759997,0.2070932066512092,0.6159214832910502,0.7840721809611958,0.8614276912894443,0.6159214832910502
35.0,110.4299999966,5.659061041147584,111999.99996639998,0.20529919711428232,0.6142743080155765,0.7830189953988447,0.8607179751142974,0.6142743080155765
36.0,111.3249999965,5.39506094018693,111999.99996639998,0.2210370020024945,0.6283989215615966,0.7920049796200274,0.8667616138410041,0.6283989215615966
37.0,112.21999999639999,5.3401472796977165,111999.99996639998,0.2244591679169172,0.6313774880495143,0.793887037196157,0.8680240499029451,0.6313774880495143
38.0,113.11499999630001,5.51396263013752,111999.99996639998,0.2138048990498643,0.621997650028074,0.787945133734738,0.8640344149750127,0.621997650028074
39.0,114.00999999620001,5.517481580765037,115999.99996519997,0.21359450556543677,0.6218091981993478,0.7878252983093998,0.8639538331298829,0.6218091981993478
