RADDOSE Image Number, DWD Angle, DWD, Vol, 1A RDE, 2A RDE, 3A RDE, 4A RDE, max res RDE
1.0,135.0,0.22044930027177245,147999.99995559995,0.9401864226587469,0.9811956943975069,0.9905168982660059,0.994174223261684,0.9811956943975069
2.0,135.8949999999,0.6606231278839724,147999.99995559995,0.8312468072588223,0.9447001982131223,0.9718500737730862,0.9826431669495529,0.9447001982131223
3.0,136.7899999998,1.0498289688912783,133999.99995979996,0.7454850651952354,0.9135629551347856,0.955637950478452,0.9725587599661633,0.9135629551347856
4.0,137.68499999969998,1.387773998765271,137999.99995859998,0.6782291110330583,0.8873603259765046,0.9417805878041671,0.9638865129912129,0.8873603259765046
5.0,138.5799999996,1.7659172699598693,131999.99996039996,0.6101400847597143,0.8589308466684623,0.9265129822893642,0.9542743524124427,0.8589308466684623
6.0,139.4749999995,2.0967193869241103,125999.99996219997,0.5562050757503734,0.8348084902330041,0.9133598920412328,0.9459442123331908,0.8348084902330041
7.0,140.3699999994,2.326909231690737,133999.99995979996,0.521513293801847,0.818423731762789,0.9043176004257653,0.9401905973995517,0.818423731762789
8.0,141.2649999993,2.622235517487766,123999.99996279996,0.4801548472919207,0.7978726848651617,0.8928476032799202,0.9328601130422691,0.7978726848651617
9.0,142.15999999919998,2.8002366753969605,125999.99996219997,0.4568283191341195,0.7857361007763708,0.8860047113636098,0.9284694657546106,0.7857361007763708
10.0,143.0549999991,2.991811219369982,125999.99996219997,0.4329876052213752,0.7728802324207495,0.87869860278255,0.9237670982217022,0.7728802324207495
11.0,143.949999999,3.185484465681592,127999.99996159997,0.410150178007319,0.7600973261197852,0.8713736945482622,0.919037424327189,0.7600973261197852
12.0,144.84499999890002,3.4444133581274263,123999.99996279996,0.3814884192111639,0.7433370472920495,0.8616760533393693,0.9127519566709037,0.7433370472920495
13.0,145.73999999880002,3.62752578474406,121999.99996339997,0.3624365661008642,0.731707888177155,0.8548831810853417,0.9083328916041811,0.731707888177155
14.0,146.6349999987,3.6334639097628023,123999.99996279996,0.36183492726260136,0.7313338290299091,0.8546637947996365,0.908189945130057,0.7313338290299091
15.0,147.5299999986,3.86864618425497,123999.99996279996,0.3387929068561686,0.7166717946413736,0.8460200183440503,0.9025465341250658,0.7166717946413736
16.0,148.4249999985,4.056741518969148,115999.99996519997,0.3214248883608092,0.7051571609642882,0.839169813417037,0.8980582661609035,0.7051571609642882
17.0,149.3199999984,4.173462454297295,113999.99996579997,0.3110979493519912,0.6981050655425922,0.8349468951997429,0.8952843397924837,0.6981050655425922
18.0,150.2149999983,4.263207977349103,115999.99996519997,0.3033838674076408,0.6927307798567534,0.8317143939699689,0.8931573244781889,0.6927307798567534
19.0,151.1099999982,4.533547291097913,111999.99996639998,0.28128365527796817,0.6767906204681801,0.8220526018707239,0.8867806321496646,0.6767906204681801
20.0,152.0049999981,4.538843624910581,115999.99996519997,0.2808671568682258,0.6764820212038275,0.8218644388194616,0.8866561593916247,0.6764820212038275
21.0,152.899999998,4.6274124700571315,101999.99996939997,0.27399287340748885,0.6713422192882517,0.8187242247163998,0.8845772296013726,0.6713422192882517
22.0,153.7949999979,5.06112452798451,99999.99996999998,0.24268360017351448,0.6467314635576906,0.8035193119454157,0.8744670994140678,0.6467314635576906
23.0,154.6899999978,4.8223351565425645,115999.99996519997,0.2594507269212394,0.6601676492010937,0.8118554236451003,0.8800190646761419,0.6601676492010937
24.0,155.58499999769998,5.075834646735412,111999.99996639998,0.24168686804554962,0.645912754922569,0.8030085911531863,0.8741262298382801,0.645912754922569
25.0,156.4799999976,5.078085986989178,109999.99996699997,0.2415346827640511,0.6457875454638478,0.8029304554912337,0.8740740724811469,0.6457875454638478
26.0,157.3749999975,5.342696388093326,107999.99996759997,0.2242991435841084,0.6312389101515687,0.7937995726218228,0.8679654065712241,0.6312389101515687
27.0,158.26999999740002,5.532101016472706,99999.99996999998,0.21272264297880542,0.6210268886175533,0.7873276386654676,0.8636191373361349,0.6210268886175533
28.0,159.16499999730001,5.591595523092691,103999.99996879998,0.20921111327051845,0.6178533813567183,0.7853056291802384,0.8622584134552905,0.6178533813567183
29.0,160.0599999972,5.454953346147161,109999.99996699997,0.21736402343539307,0.6251663214658238,0.7899573718791046,0.8653868122638455,0.6251663214658238
30.0,160.9549999971,5.699234547978498,107999.99996759997,0.2030046137523683,0.6121529432800821,0.7816605438909772,0.8598020021143736,0.6121529432800821
31.0,161.849999997,5.754243795115969,111999.99996639998,0.1999042037050065,0.6092600549545575,0.7798042497446707,0.8585493489418429,0.6092600549545575
32.0,162.74499999690002,5.949598629548435,103999.99996879998,0.18927142110513634,0.5990965550860237,0.7732475300075135,0.8541155210383029,0.5990965550860237
33.0,163.63999999680001,5.720974703181877,103999.99996879998,0.20177359784926607,0.6110080095124695,0.7809263920380889,0.8593067239029781,0.6110080095124695
34.0,164.5349999967,5.840200535915909,103999.99996879998,0.19515407462471465,0.6047670120152658,0.7769124505863144,0.8565956221314774,0.6047670120152658
35.0,165.4299999966,5.92474341888467,103999.99996879998,0.19059219547282968,0.600380195433429,0.774078678057134,0.8546783680500001,0.600380195433429
36.0,166.3249999965,6.348397663976417,99999.99996999998,0.16928885384236664,0.5788719824710644,0.7600332308796891,0.8451352225267885,0.5788719824710644
37.0,167.2199999964,6.282356845240445,99999.99996999998,0.17244585263916173,0.5821733562672319,0.7622058025380493,0.8466158030636189,0.5821733562672319
38.0,168.11499999629999,6.528219526455731,99999.99996999998,0.16098256316946713,0.569977286497013,0.7541488940824204,0.8411168756644843,0.569977286497013
39.0,169.0099999962,6.369134377247677,103999.99996879998,0.16830953456326492,0.5778392234610686,0.7593523251494988,0.84467085693772,0.5778392234610686
40.0,169.9049999961,6.178833909843712,103999.99996879998,0.1775135316397339,0.5873863878461422,0.7656239430878196,0.8489419231705396,0.5873863878461422
41.0,170.799999996,6.57881593209378,99999.99996999998,0.15871977726824815,0.5674993184946308,0.7525014485336565,0.8399896831581737,0.5674993184946308
42.0,171.69499999590002,6.783594498676013,99999.99996999998,0.14988187475407022,0.5575798009028543,0.745870427914221,0.8354430107068391,0.5575798009028543
43.0,172.58999999579999,6.246974557859691,103999.99996879998,0.17416141003538135,0.583949852336362,0.7633723418560672,0.8474101114962256,0.583949852336362
44.0,173.4849999957,6.613531290442796,99999.99996999998,0.15718565291317813,0.5658053619937085,0.751373180443025,0.839217164338578,0.5658053619937085
45.0,174.37999999559997,6.590590524406515,99999.99996999998,0.15819776945135428,0.5669242026845411,0.7521185781182467,0.8397275841896392,0.5669242026845411
46.0,175.27499999550002,6.642497780805068,99999.99996999998,0.1559169340635212,0.5643957952550622,0.7504330484656858,0.8385731184953731,0.5643957952550622
47.0,176.16999999540002,6.535273402224262,103999.99996879998,0.16066517305216424,0.5696311736654621,0.7539189999963264,0.8409596379212202,0.5696311736654621
48.0,177.0649999953,6.473825418690262,99999.99996999998,0.16345118597003172,0.5726533176048321,0.7559240180033528,0.842330361023748,0.5726533176048321
49.0,177.9599999952,6.409741866215573,99999.99996999998,0.16640817005370573,0.5758221658962307,0.7580207137983781,0.8437622559521897,0.5758221658962307
50.0,178.8549999951,6.7951675593406655,99999.99996999998,0.14939735703329562,0.5570244044351631,0.7454974251072762,0.8351867914893968,0.5570244044351631
51.0,179.749999995,7.197826287357471,99999.99996999998,0.13348032589051512,0.5380412659799856,0.7326351250134789,0.8263209773763234,0.5380412659799856
52.0,180.6449999949,7.616553276183638,99999.99996999998,0.11872418687389599,0.5189864602479773,0.7194948728713811,0.8172011774852873,0.5189864602479773
53.0,181.5399999948,8.05014669796491,99999.99996999998,0.10516101785723726,0.49996602675639656,0.7061364159547432,0.8078636510202015,0.49996602675639656
54.0,182.4349999947,8.409821143004915,99999.99996999998,0.09509375458033253,0.48471826427200665,0.695243707222419,0.80019899785078,0.48471826427200665
55.0,183.3299999946,8.220793363104809,99999.99996999998,0.10025824555707352,0.4926728704360735,0.7009472821415426,0.8042180648576707,0.4926728704360735
